state,action,nextState,reward
"(1, 0, 1)",rewardPunish,"(1, -1, 0)",2.335599529
"(0, 0, 1)",rewardPunish,"(1, 0, 1)",9.467889538
"(1, 1, 0)",remindTruths,"(0, -1, 1)",6.198048869
"(1, 1, -1)",remindTruths,"(-1, 1, -1)",8.426369841
"(-1, -1, -1)",activePlanning,"(0, 0, 1)",3.662025962
"(0, 1, 0)",remindTruths,"(1, 1, 0)",3.609048714
"(1, -1, -1)",remindTruths,"(1, -1, 1)",8.279748281
"(1, 1, 0)",activePlanning,"(1, 0, -1)",3.448419346
"(1, 1, 1)",activePlanning,"(1, 0, 0)",7.876177307
"(0, 1, 0)",rewardPunish,"(1, 1, 0)",3.453773988
"(-1, 1, 0)",rewardPunish,"(1, 1, 1)",5.026299851
"(0, 1, 1)",remindTruths,"(1, 0, -1)",5.931732871
"(1, 0, -1)",rewardPunish,"(1, 1, 0)",8.284852993
"(-1, -1, 0)",rewardPunish,"(0, 0, 1)",7.583305596
"(1, -1, 1)",remindTruths,"(-1, 0, -1)",2.553238295
"(0, 1, -1)",rewardPunish,"(-1, 0, 0)",4.503300364
"(1, 1, 0)",remindTruths,"(0, 1, -1)",4.308539456
"(0, -1, 1)",activePlanning,"(0, 1, -1)",6.316911189
"(0, 1, 0)",activePlanning,"(-1, 0, 0)",1.657953973
"(1, 1, 0)",rewardPunish,"(0, 0, 1)",2.49894787
"(0, 1, 0)",remindTruths,"(1, 0, -1)",2.641421116
"(1, 1, 0)",remindTruths,"(-1, -1, -1)",1.774733847
"(0, 0, -1)",activePlanning,"(-1, -1, 1)",4.682003447
"(1, 0, 1)",activePlanning,"(-1, 1, -1)",4.47306079
"(0, -1, 1)",remindTruths,"(0, 0, 0)",7.651562376
"(0, 1, 0)",rewardPunish,"(-1, 0, 1)",8.224564268
"(1, 1, 0)",remindTruths,"(0, 1, -1)",1.727967853
"(-1, 1, -1)",remindTruths,"(0, 0, 1)",3.353158899
"(0, -1, 1)",activePlanning,"(1, -1, 1)",5.52522009
"(1, -1, -1)",rewardPunish,"(-1, 1, 0)",5.269403256
"(0, -1, 0)",rewardPunish,"(-1, 1, 0)",9.858302516
"(1, 1, 1)",remindTruths,"(1, 1, 1)",2.463978963
"(-1, -1, 1)",remindTruths,"(0, 0, 0)",5.641847287
"(1, -1, 0)",remindTruths,"(0, 0, 1)",3.182381638
"(-1, 1, -1)",activePlanning,"(-1, -1, -1)",6.462298372
"(0, -1, 0)",remindTruths,"(-1, 0, 1)",5.291823302
"(-1, 0, 1)",activePlanning,"(-1, 0, -1)",1.726161455
"(-1, 0, -1)",remindTruths,"(0, -1, 0)",1.586744362
"(0, 0, -1)",activePlanning,"(0, 0, 1)",1.798548711
"(-1, 0, -1)",activePlanning,"(0, 1, -1)",8.668230397
"(0, 0, 0)",rewardPunish,"(1, 0, 0)",2.558892512
"(0, 0, 1)",rewardPunish,"(0, 1, 0)",6.86714723
"(-1, 0, -1)",remindTruths,"(0, 0, 1)",6.832541255
"(-1, 1, -1)",activePlanning,"(1, 0, 0)",2.527543453
"(0, 1, -1)",remindTruths,"(0, 0, 1)",3.128965354
"(1, 1, 1)",remindTruths,"(0, 0, 0)",2.560757991
"(-1, 1, -1)",rewardPunish,"(0, 0, 0)",5.79625212
"(0, 0, -1)",activePlanning,"(1, 0, 0)",6.786903007
"(1, 0, 0)",rewardPunish,"(-1, 0, -1)",9.960008629
"(-1, -1, -1)",activePlanning,"(1, 0, 1)",7.488373855
"(-1, -1, 1)",rewardPunish,"(0, 0, -1)",1.411717907
"(-1, 1, 0)",activePlanning,"(-1, 1, 1)",3.149992927
"(1, 0, -1)",remindTruths,"(1, 1, 0)",1.6441545
"(-1, 0, 0)",rewardPunish,"(1, 1, 1)",3.154306501
"(-1, -1, 0)",rewardPunish,"(1, 1, 1)",6.461073354
"(1, -1, 1)",remindTruths,"(-1, 1, -1)",4.575609861
"(-1, 1, -1)",activePlanning,"(0, 1, 0)",7.468221979
"(-1, 1, 0)",remindTruths,"(0, 1, 0)",5.743634614
"(1, 0, 1)",rewardPunish,"(0, -1, 0)",3.121462467
"(0, 1, 0)",rewardPunish,"(0, 0, -1)",2.342271436
"(-1, -1, -1)",activePlanning,"(-1, -1, -1)",4.77228426
"(-1, 1, 0)",activePlanning,"(-1, 1, -1)",7.340516129
"(1, -1, 0)",remindTruths,"(1, 1, 0)",3.623516595
"(0, 0, -1)",remindTruths,"(-1, -1, 1)",2.273592696
"(1, 1, 1)",rewardPunish,"(0, -1, 1)",7.308455541
"(-1, 0, 0)",activePlanning,"(1, 0, 1)",8.249640439
"(0, 1, 1)",activePlanning,"(0, -1, 0)",3.547330705
"(0, 0, 0)",activePlanning,"(1, -1, 0)",7.080434527
"(0, -1, 0)",remindTruths,"(1, -1, 0)",7.74987136
"(-1, 1, 1)",activePlanning,"(-1, 1, -1)",4.600839648
"(-1, 0, 0)",rewardPunish,"(-1, 1, 1)",1.650198204
"(-1, 1, 0)",rewardPunish,"(-1, 1, 0)",5.914853424
"(0, 1, -1)",remindTruths,"(-1, 1, 0)",4.668415465
"(-1, -1, 0)",remindTruths,"(-1, 0, 1)",1.835581485
"(1, 0, 0)",activePlanning,"(1, -1, 0)",1.370306044
"(0, 0, 0)",activePlanning,"(0, 1, 0)",8.7796063
"(-1, -1, -1)",remindTruths,"(1, 1, 1)",8.574229927
"(-1, 0, 1)",activePlanning,"(1, 1, -1)",2.290116647
"(1, 1, 0)",activePlanning,"(-1, -1, 1)",1.746747333
"(1, 0, -1)",activePlanning,"(1, 1, -1)",1.234146226
"(0, -1, 1)",rewardPunish,"(1, -1, 1)",3.580230869
"(0, 0, -1)",rewardPunish,"(1, -1, 0)",1.62157044
"(1, -1, 1)",rewardPunish,"(-1, -1, 0)",4.800366757
"(-1, 1, -1)",rewardPunish,"(1, 1, 0)",7.279409878
"(1, 1, 0)",remindTruths,"(-1, 1, -1)",5.939451518
"(1, -1, 0)",activePlanning,"(1, 1, -1)",8.766344454
"(0, 0, -1)",remindTruths,"(-1, -1, 1)",1.481332177
"(-1, -1, 1)",rewardPunish,"(-1, 1, 0)",1.334678796
"(1, -1, 0)",remindTruths,"(0, -1, -1)",7.046771038
"(-1, -1, 0)",rewardPunish,"(1, 0, -1)",9.719290325
"(-1, -1, 0)",activePlanning,"(-1, 1, 1)",5.188765049
"(-1, -1, 0)",activePlanning,"(1, -1, 1)",7.598538668
"(-1, -1, 1)",activePlanning,"(1, -1, 1)",2.049055258
"(-1, -1, 0)",rewardPunish,"(0, 1, 1)",1.135914394
"(-1, 0, 0)",rewardPunish,"(1, 0, 1)",9.5963739
"(-1, 0, 1)",remindTruths,"(0, -1, -1)",9.754240947
"(0, 1, -1)",activePlanning,"(0, -1, 0)",5.250643885
"(-1, -1, -1)",remindTruths,"(-1, 1, -1)",3.123221028
"(0, 0, -1)",remindTruths,"(-1, -1, -1)",9.751993114
"(-1, 0, -1)",activePlanning,"(-1, 0, -1)",6.441096481
"(1, 1, -1)",activePlanning,"(1, -1, 1)",5.43665211
"(-1, 1, -1)",rewardPunish,"(1, -1, 1)",5.311808935
"(1, 0, 0)",remindTruths,"(1, -1, 1)",1.593346892
"(1, 1, 0)",remindTruths,"(-1, -1, 0)",9.784700632
"(0, 0, 0)",activePlanning,"(-1, 1, -1)",6.802877733
"(-1, 0, 1)",rewardPunish,"(0, -1, 0)",2.22432231
"(0, 1, 0)",remindTruths,"(1, 0, 1)",3.403585452
"(-1, -1, 1)",rewardPunish,"(-1, -1, 0)",6.854760417
"(1, 0, 1)",rewardPunish,"(0, 0, 1)",8.817697398
"(0, -1, 0)",activePlanning,"(0, -1, -1)",8.477129877
"(0, 1, -1)",rewardPunish,"(-1, -1, 1)",7.614767711
"(1, -1, 0)",remindTruths,"(-1, -1, 0)",4.029230924
"(1, 1, 0)",remindTruths,"(-1, -1, -1)",4.614539783
"(-1, -1, 0)",rewardPunish,"(1, 1, 1)",5.751306301
"(-1, -1, 0)",remindTruths,"(0, 0, -1)",4.181442709
"(0, 1, 1)",rewardPunish,"(1, 0, 1)",2.323360613
"(-1, -1, -1)",remindTruths,"(1, 0, -1)",3.979246017
"(1, 1, 0)",activePlanning,"(1, 1, 1)",8.983517034
"(-1, -1, 1)",rewardPunish,"(0, 0, 1)",3.41307067
"(-1, 0, 0)",remindTruths,"(0, 0, 0)",7.933441609
"(-1, -1, 0)",rewardPunish,"(0, -1, -1)",6.683212236
"(-1, 0, -1)",remindTruths,"(0, 1, 0)",5.219422302
"(0, -1, 1)",rewardPunish,"(-1, 1, 1)",4.281182288
"(-1, -1, 1)",rewardPunish,"(-1, 0, 1)",3.882754473
"(-1, -1, 1)",rewardPunish,"(-1, -1, 1)",9.990389716
"(0, -1, 1)",rewardPunish,"(0, -1, -1)",7.457973634
"(-1, 0, 0)",rewardPunish,"(1, -1, -1)",5.830869677
"(1, 1, -1)",activePlanning,"(-1, -1, -1)",3.371146733
"(0, 1, 0)",activePlanning,"(1, -1, -1)",6.578461416
"(-1, -1, 1)",remindTruths,"(0, 0, 1)",2.023416175
"(1, -1, -1)",remindTruths,"(-1, -1, -1)",7.135918329
"(-1, -1, -1)",remindTruths,"(0, 1, 0)",9.655108973
"(1, -1, -1)",activePlanning,"(1, -1, 1)",4.24844102
"(-1, 0, -1)",activePlanning,"(0, 0, 1)",6.109725485
"(0, -1, -1)",remindTruths,"(-1, 1, 1)",7.775298592
"(1, 0, 0)",remindTruths,"(0, -1, 1)",4.801835155
"(-1, 0, 0)",rewardPunish,"(0, 1, -1)",6.412935083
"(-1, -1, -1)",activePlanning,"(0, 0, -1)",8.129558997
"(0, -1, -1)",rewardPunish,"(1, 0, 1)",2.596434244
"(-1, 1, 0)",activePlanning,"(1, 1, 0)",2.934892248
"(0, 0, 0)",rewardPunish,"(1, 0, 1)",4.640333178
"(-1, 1, -1)",rewardPunish,"(1, 1, 0)",9.270485019
"(-1, 1, 1)",remindTruths,"(-1, 1, 1)",6.07488717
"(0, -1, 1)",activePlanning,"(-1, -1, 1)",2.402443418
"(0, 1, -1)",activePlanning,"(0, -1, 0)",6.619435099
"(-1, 0, 0)",remindTruths,"(1, 0, 0)",5.932345168
"(0, 1, 1)",rewardPunish,"(0, 1, -1)",3.72710262
"(-1, 0, 1)",activePlanning,"(0, -1, 0)",6.337513444
"(0, 0, -1)",activePlanning,"(-1, 1, 0)",3.161273984
"(0, 0, 0)",activePlanning,"(0, -1, 0)",6.935003955
"(0, 1, 0)",activePlanning,"(0, -1, -1)",4.29196716
"(-1, 1, 1)",remindTruths,"(1, 1, -1)",1.981318713
"(1, -1, 1)",remindTruths,"(-1, 0, 1)",7.745207488
"(0, -1, -1)",remindTruths,"(-1, 0, -1)",2.617871738
"(1, 0, 1)",activePlanning,"(-1, -1, 1)",2.198353617
"(-1, 1, 0)",remindTruths,"(1, -1, 0)",2.732092718
"(1, -1, -1)",activePlanning,"(-1, -1, 0)",6.790259327
"(1, -1, 0)",rewardPunish,"(0, 0, 1)",7.748846536
"(1, -1, 0)",activePlanning,"(-1, 1, 1)",2.8999837
"(0, 1, -1)",activePlanning,"(0, 1, 1)",8.656734904
"(1, 0, 1)",remindTruths,"(1, 1, -1)",5.403911571
"(1, 1, -1)",rewardPunish,"(-1, -1, 0)",1.615504843
"(1, 0, 1)",remindTruths,"(1, -1, 1)",1.41778207
"(-1, -1, 1)",remindTruths,"(0, 1, 1)",7.365263214
"(0, 0, 1)",remindTruths,"(1, 1, 1)",5.245468091
"(-1, -1, 0)",activePlanning,"(1, -1, -1)",3.536544092
"(1, 0, -1)",rewardPunish,"(1, -1, 0)",6.68242786
"(0, 0, 0)",remindTruths,"(0, -1, -1)",9.089844823
"(0, -1, 1)",remindTruths,"(-1, 0, -1)",4.142737245
"(1, 0, 0)",activePlanning,"(1, 0, 1)",2.900217131
"(0, -1, 0)",rewardPunish,"(0, 0, 1)",6.01304219
"(-1, -1, 0)",rewardPunish,"(-1, -1, 0)",6.215467223
"(-1, -1, 0)",rewardPunish,"(0, -1, -1)",4.041555906
"(1, -1, 1)",activePlanning,"(0, 1, -1)",1.326215801
"(1, -1, -1)",rewardPunish,"(0, 1, -1)",9.862930536
"(-1, 1, 1)",activePlanning,"(0, 0, -1)",8.365094842
"(0, 0, 0)",activePlanning,"(1, -1, -1)",5.301079206
"(0, -1, -1)",rewardPunish,"(1, 1, 0)",4.730109227
"(0, 1, 1)",rewardPunish,"(-1, -1, 1)",2.115089736
"(1, 0, -1)",rewardPunish,"(1, -1, -1)",9.990238753
"(-1, -1, -1)",rewardPunish,"(0, 1, -1)",4.504197018
"(0, 1, -1)",rewardPunish,"(-1, 0, 1)",5.56007867
"(1, 0, 1)",rewardPunish,"(1, -1, 1)",4.183563453
"(1, -1, -1)",remindTruths,"(1, -1, 1)",2.355041074
"(0, -1, 1)",remindTruths,"(0, 1, 1)",8.098430777
"(0, 0, 0)",remindTruths,"(-1, -1, 0)",3.026274832
"(1, -1, 1)",activePlanning,"(1, -1, 0)",7.636741215
"(0, -1, -1)",activePlanning,"(0, 0, 1)",7.662381385
"(0, -1, -1)",activePlanning,"(1, -1, 0)",7.540544092
"(-1, 0, 0)",rewardPunish,"(-1, 1, 1)",4.792096066
"(1, 0, -1)",remindTruths,"(0, 1, 0)",5.322004902
"(0, 0, 0)",rewardPunish,"(1, -1, -1)",2.28940284
"(-1, 0, -1)",activePlanning,"(0, -1, 0)",1.298329049
"(0, -1, 0)",activePlanning,"(-1, -1, 0)",8.473674555
"(-1, 0, 0)",remindTruths,"(1, -1, 1)",1.00246211
"(-1, 1, 1)",remindTruths,"(0, 0, 1)",6.296268442
